Lac_m_bias,Lac_b_bias,Lac_rval_bias,Lac_pval_bias,Lac_stderr_bias,Lac_m,Lac_b,Lac_rval,Lac_pval,Lac_stderr
0.9151218336391214,2.3126959541314345,0.9409739002718669,1.750986008377689e-07,0.09129806117483619,0.3249936157582483,1.207357392444281,0.9849156061152983,0.00033959226481423824,0.028548334079837725
0.9901020266346219,2.305021977440265,0.9395575039498378,2.0357291497331907e-07,0.10007081418831063,0.26228124267047115,0.8862211967045974,0.9975082623896133,0.00014925363947991153,0.010709903300009661
0.963783083358141,2.2151352916656286,0.9311370067230569,4.6554065327402687e-07,0.10468718620451589,0.23166243346112433,0.7828097508446719,0.9990029757070592,3.778570301147639e-05,0.0059770624737443215
0.9636882324419777,2.2512329901469714,0.9393959351858855,2.0705442074553117e-07,0.09754394604773575,0.26308778411537675,0.8932443813241392,0.9866742217942912,0.0018429040528388364,0.025048163676127975
0.9840856717297031,2.344776824353021,0.9456253379292728,1.038721663358599e-07,0.09387933919526037,0.3128526094044108,1.0400237693734629,0.9990866692829048,3.312961938166872e-05,0.00772513065925668
0.9615792014625134,2.32110476858377,0.9546458258491901,3.2655704844749184e-08,0.08317901571595833,0.4753796712184122,1.3790482281190881,0.982216372733344,0.00047157399628909965,0.04543485477344155
0.9483635243075001,2.26384581844409,0.9395681543006756,2.0334515578287145e-07,0.09584298452954704,0.3108768869568884,1.0570899412041577,0.9830503661990047,0.0004285003981056907,0.028988764195116735
0.9207880925220905,2.3121220017292217,0.9423168628815377,1.5126441717559708e-07,0.09071425358837219,0.33923255889214626,1.205974787362039,0.9783002699794867,0.0007012084586383366,0.03592267173726036
0.965364162615661,2.3209223689210785,0.9358206983656995,2.97917488615341e-07,0.10084558919179377,0.22462956846024626,0.884717997721943,0.9946920845166801,0.00046384595576320626,0.013415830577935868
0.9770673639943225,2.1912454006337505,0.9285852256067247,5.860773141328602e-07,0.10830400419519105,0.19603905603923685,0.6504504359173857,0.9860126707000588,0.0019816308875349495,0.01913189050416163
0.9368371644438124,2.29899021143304,0.9450981972284478,1.1045279073307072e-07,0.08984203248134601,0.3876383666365236,1.2475666463332493,0.9809832984391654,0.0005390138555333995,0.03834803793640021
0.9500747667075593,2.2725433933018047,0.9436627109439681,1.3017213893061224e-07,0.0924012267926782,0.37620745778427206,1.181720118337941,0.9891518489196772,0.00017588525466329935,0.027934845204836533
0.9421909966826945,2.289930846293971,0.9426832843988839,1.4525652978117418e-07,0.09250029489474045,0.3239060179177456,1.1261750630992942,0.9804007150679104,0.0005724335988095526,0.03254483338613237
0.960691532892528,2.216507802155241,0.9310048442181568,4.712263221731958e-07,0.10446271946694163,0.20026755269883767,0.7422976896343543,0.9902460100629563,0.0011547045472582085,0.016268645458745744
0.9607783341253319,2.2479401518808917,0.9409554777456646,1.754462406588806e-07,0.09586940748929958,0.37877968316885685,1.1211189044082968,0.9884526098747904,0.0001992434507459139,0.029033565300535278
0.9544001816437396,2.207435988099914,0.9271800265314275,6.629236870102935e-07,0.10695009407243344,0.16436529285157042,0.6712316976723192,0.9940949684483994,0.0005442295751568278,0.010358709286575337
0.9777688636816927,2.3397391492757165,0.9434118256566465,1.3390466360755434e-07,0.09532536423527738,0.3239498710483548,1.0691961802575194,0.9942108847754982,0.000528292763342851,0.020212978243330904
0.9672116140959897,2.2549329940222576,0.9423035612501204,1.5148637449937978e-07,0.09529981361274519,0.28768494447473747,0.9243066506570332,0.9815975617517113,0.0029884394407178115,0.032312342995055525
0.9700951688549312,2.231947971223206,0.9377559208822804,2.453129550060132e-07,0.09964405895689026,0.2537900641468172,0.8222589086145711,0.9928677390067872,0.000722286549518253,0.017594439675840273
0.9640534236474204,2.2404831312998117,0.9385788569521446,2.2543570983839656e-07,0.09830131815096245,0.26891739838814793,0.8802208500170119,0.9906931224808193,0.0010762982579519457,0.021331592706599317
0.9646567680512577,2.2300488291624223,0.9349829726491196,3.2345576002355295e-07,0.10149614939916,0.25104163697624704,0.8424438758501152,0.9940628487684854,0.0005486733622745377,0.015864623304338854
0.9569417296362198,2.255748742651428,0.9401050765756468,1.9213663529237277e-07,0.0962376594958038,0.36653572058854056,1.0949808391123381,0.9697807461144212,0.0013560067968340702,0.04610664958495239
0.9493636066412933,2.2736323867206343,0.9440246720730918,1.2494123504008153e-07,0.0920082494345727,0.3904596573660332,1.2165460025772799,0.990739095406334,0.00012824940309000637,0.026755973060927255
0.9647242540226716,2.268575443181624,0.942764184816602,1.4395743374670722e-07,0.09463949760331104,0.306478789090851,0.9584913265579964,0.9914154849649297,0.0009535588131236649,0.02333581217177651
0.9287114372325939,2.316364865649896,0.9479418425300113,7.871329729694186e-08,0.08652862725489402,0.40598501483330596,1.3600721562981826,0.9891168310308035,0.00017702053063097415,0.03019536253389463
0.971257203416894,2.19052133858824,0.9271896857343219,6.623680292682626e-07,0.10883101234020075,0.1671121063480694,0.6179949593655876,0.9874469006816509,0.001685158875557134,0.015433228436407934
0.959438821706969,2.295331353902175,0.949100810389941,6.818929907564204e-08,0.08830917994753336,0.40333258344362966,1.2245666031525664,0.9844364090240709,0.0003614530978538718,0.03600137951388507
0.9762754443063125,2.2046893366987956,0.9320633593569225,4.2727875170720466e-07,0.10524899808440341,0.2196063615710556,0.7092606247636335,0.9802553722479195,0.0033206021436134,0.02557585337079358
0.973351201232438,2.196960422979179,0.9289024983244056,5.698015448687016e-07,0.10762423313818886,0.18643224570006686,0.6544142111293066,0.9869517712484625,0.0017857035269061078,0.01756038028092929
0.9661448224926397,2.2246545836385305,0.9341151418597698,3.5182198617460413e-07,0.10240097996248083,0.22551090741276728,0.776489810717728,0.9917763344461294,0.0008941195030318013,0.016801427720355415
0.9399276395847846,2.27456194156255,0.9401361989376286,1.9150316942342864e-07,0.09449965508247025,0.3424137026121818,1.1373393151678666,0.9787162981380496,0.0006746732318912715,0.03589877826035879
0.9501938993893546,2.2780654427160405,0.9431120820809955,1.3848145463642012e-07,0.09290438197288918,0.3858646952212352,1.1720286520954848,0.972600067938177,0.0011158490799964833,0.04611742160181521
0.9773280927202609,2.207953839683282,0.9328297908251059,3.976477730510938e-07,0.10470115072610647,0.2367038845990896,0.7254982001622107,0.9865284629463612,0.0018731822846941703,0.022661628151505728
0.9672968427996619,2.2381731560778486,0.9377843007065918,2.4460381019157133e-07,0.09933169493660043,0.2765043999018934,0.8915898181469475,0.9948273020034013,0.0004462438917248091,0.016300650540335086
0.9852342759749535,2.3329770895439452,0.9445772255716058,1.1729679769481608e-07,0.09497014362856038,0.3077349334609619,1.0069240615344406,0.9963391205011023,0.00026575006522216484,0.01524469938064807
0.9518045391251018,2.292965012604673,0.9439006887418128,1.2671274037128386e-07,0.0923561018426524,0.2821909521245181,0.9597420282250702,0.9771409385624903,0.004134535191386335,0.03544649192488828
0.9232098382920034,2.294715199857708,0.937198094617972,2.5960583172885295e-07,0.09529514551153848,0.27475768351405877,1.0868575630518533,0.9843752335235487,0.00036429272805024076,0.024574112303445302
0.9709389017346867,2.240332100171478,0.940043424259726,1.933967003841159e-07,0.09770042345923885,0.2900619512778868,0.8938262742216695,0.9847027433866048,0.0022659751617376666,0.029633264674455026
0.9736262399476006,2.193344429353335,0.9285906793600571,5.85794289826513e-07,0.10791796718630536,0.18898800112563877,0.6525793812781351,0.9854328935770951,0.002105923331472577,0.018830454494164636
0.9916938676697163,2.2850136264996266,0.9347263747724186,3.316357245876402e-07,0.10456831195279732,0.2634696121316902,0.8597776333560041,0.9953633566801737,0.00037873645471870704,0.014699450382382188
0.9907990664695399,2.2919361367112288,0.9353588779307374,3.117782375132475e-07,0.10391322836377342,0.23708081300888942,0.8188555207213519,0.9962255531586078,0.00027820683235863517,0.011926405331966056
0.9473790253579064,2.2386733728295303,0.9322434442289329,4.201554479209302e-07,0.10198336397682965,0.21616589861991928,0.8246170549441281,0.9945726191505551,0.00047958481800231814,0.013055999712771164
0.9355252169558803,2.3129045635950707,0.9468397148993208,8.995458553271417e-08,0.08815888839468282,0.3933720075561562,1.2649667560145548,0.9814274408005345,0.0005142067239572075,0.038445031588395004
0.9813709461717933,2.316520566746613,0.9394466008869401,2.0595733575557022e-07,0.0992881908965011,0.24502138695462694,0.8909805463870961,0.9907270488111424,0.001070423948682308,0.019400109974546345
0.9354904862654337,2.2835129127516036,0.9415237868895225,1.6498479578506575e-07,0.0928533079581106,0.35192739715357413,1.174681146566132,0.9756685186612146,0.0008808291024456096,0.039542316206359354
0.9684186454813594,2.2617235265864943,0.9443435960257487,1.204796242244227e-07,0.09356329442191909,0.33903347902499487,1.021874347509673,0.9943627130979201,0.000507658296112297,0.020872490415322183
0.9727835448778859,2.2262426554998838,0.936646476595293,2.744198508541324e-07,0.10089726576765522,0.24293520001826646,0.785895944395218,0.9935952396984086,0.0006147103228085429,0.015951085806446406
0.9872698385816174,2.2908252768526123,0.9362230047578326,2.8626759655231847e-07,0.10277668363195572,0.23666407042085677,0.8354419302710465,0.9985916975812298,6.342872495124404e-05,0.0072592834343535645
0.9699065033428426,2.188045870716498,0.925972497625214,7.355343618806211e-07,0.10969370272235143,0.18075255480585592,0.6401830778863302,0.9889674407347219,0.0013887633542003838,0.015631253083959504
0.9837377199471934,2.217164747287027,0.9377727166511227,2.4489306046157726e-07,0.10103035842902573,0.30684139976018326,0.849189361362925,0.973229078867577,0.00523693449384051,0.041836819563622445
0.9725850992669113,2.2279274092534056,0.9363695307747766,2.821205701895121e-07,0.10111960047885007,0.2409263266125272,0.7853467453756282,0.9877281222735053,0.0016289183993743704,0.021994809933776317
1.019670916698722,2.4413893917317893,0.9686853467764885,3.041325377936296e-09,0.07248824475301179,0.7331186401222838,1.7962607843056655,0.9908915685633344,0.0001240674510730861,0.04981541282116808
0.966863786413014,2.268779956651165,0.9444222442092902,1.1940017424506208e-07,0.09334116217260843,0.4036606101026995,1.1545536275050037,0.9788514412348345,0.0006661628383072472,0.042180971295374056
0.9807029951871155,2.200259697630434,0.9318994052569353,4.3385172436496473e-07,0.10586794857401678,0.2259828586181363,0.6982046910283444,0.9747677025737777,0.004793121732785995,0.02987790520974132
0.9704309300940782,2.2418478110085833,0.9396704925854538,2.0116751095988517e-07,0.09798198506870041,0.27311536006992426,0.8574294114959882,0.9827826027855954,0.0027049566376446915,0.029644855489961607
0.9668381472573924,2.250234808442413,0.9420898564441708,1.5509000175457165e-07,0.09545567527832634,0.3811463798257493,1.1032324465020729,0.9788121896119922,0.0006686291125819257,0.03986646808558844
0.9868197385932094,2.2184346208777743,0.9370739598258748,2.6287964503796996e-07,0.10197191731700768,0.25194198136477153,0.7355347891032823,0.9829207316931587,0.0026725263753194263,0.027233830185426633
0.978780514451684,2.200080141783227,0.9306937676999616,4.848389098802841e-07,0.10669637763010673,0.21255612746107716,0.6622229504448227,0.9664958287291725,0.007324659960541099,0.03259184697365333
0.9409798361287015,2.3269939907925163,0.9514869376536572,5.019917594905184e-08,0.08439524530560062,0.42643378089739004,1.3474407503009274,0.9790113307714681,0.0006561633452389673,0.04438645688017678
0.9707694563837308,2.3116045575892787,0.9550369103063474,3.089754643660827e-08,0.08358528444591082,0.506589479855764,1.3851623233926469,0.9773505148453892,0.0007636891830228037,0.054846235346308475
0.9765761132263282,2.2475627677358236,0.9425090762099283,1.4808739223077438e-07,0.09603511306771599,0.30277053625096567,0.9019844480469115,0.9796926739157964,0.0034632642736008843,0.03577571988647796
0.9755255152584303,2.4191660820491943,0.9601356958193104,1.4306199267214814e-08,0.07877157037222429,0.5312359048122737,1.5761978806173638,0.9945107769375121,4.511465529061428e-05,0.027946122865503898
0.9773691089265782,2.192076356984184,0.9291154576362435,5.590906530313225e-07,0.1078877478292606,0.2111170063040917,0.6785256532371953,0.9905916839933001,0.0010939257746965855,0.016838947947648366
0.97064077973793,2.226111062868432,0.9355098261075008,3.071895551383129e-07,0.10166769282028483,0.23454193473130894,0.7786551035058558,0.9920375831134249,0.0008518867055184245,0.017191072438654982
0.9658023830159296,2.2622973251189307,0.944361212798961,1.2023712401051432e-07,0.09329443890820086,0.39862861825308527,1.1509102794216433,0.9691659192571258,0.0014114531976722915,0.050675378697718744
0.9427722532241904,2.2808179739753114,0.9400951105130293,1.9233985614398114e-07,0.09482131381500246,0.2746886976668841,0.9949329334814707,0.9933581004180186,0.0006491411811544437,0.018370168532057966
0.9434639451089257,2.2501945669043684,0.9339146014019694,3.586651385719439e-07,0.10016543225846505,0.2096181394706304,0.8458161205088837,0.9960623901617602,0.0002964327624242004,0.010771720824951923
0.9728852878393646,2.279065800323844,0.9476680250049556,8.138940074530364e-08,0.0909022770484559,0.332661633546079,1.0090294370711734,0.9903660441144961,0.0011334757830436058,0.026854381261421863
0.9973306670072236,2.334159334568154,0.947205175536457,8.608669309814701e-08,0.09363214390895774,0.3639777299695397,1.079891196386817,0.9972295285177835,0.00017497815031661192,0.015675084340461012
0.9445053129184358,2.2747728464617927,0.9401865128197653,1.9048278460135166e-07,0.09491612820917744,0.3329268359565244,1.091799638529205,0.958918951818959,0.002496813512243154,0.049245425888909816
0.9557828379216533,2.3000405038674203,0.9485926568822796,7.264776268232759e-08,0.08844655131685994,0.4533578862100265,1.2953025723478995,0.954697059794866,0.0030320456974091666,0.07065591393926612
0.9634216115032384,2.2556533977581643,0.9413160769288705,1.6874587172947108e-07,0.09581134283280528,0.2949325769935681,0.9561622129461996,0.9959508230292339,0.0003091149706586477,0.015370306249710771
0.9814245505166893,2.230867553775546,0.9393380379042792,2.0831409131931136e-07,0.09939128761989204,0.29116208216479894,0.8351530075629352,0.9611216322877316,0.009148436291681536,0.04829499367689123
0.9725972970881254,2.2460932881266773,0.9410493055567152,1.7368169314253805e-07,0.09696427396688476,0.2853672815455388,0.8875813149566288,0.9888250567543656,0.0014157042121726267,0.024839625418790735
0.9654804620050036,2.2642947582361668,0.9439858040332127,1.2549433996311837e-07,0.09360562512229968,0.38441072206995014,1.1258893094056461,0.9800124481937494,0.0005952608050798134,0.0390164423378709
0.9656101115713086,2.273486951643264,0.945660610612312,1.0344385421348815e-07,0.0920843335495865,0.43619694014520055,1.207655992212538,0.9618848918554205,0.0021514561230623033,0.062003307234043535
0.9723257635065262,2.219649264905402,0.9356989265199568,3.015210917175739e-07,0.10167917228583949,0.25649437145752996,0.8081168269604997,0.9973197107032388,0.0001665066884142262,0.010864192185629333
0.9671532165436132,2.2607785943090595,0.9422080389527268,1.5308834815543832e-07,0.09538023508459267,0.29412975975880973,0.9333718243903661,0.9882492064140576,0.0015263976057745203,0.026265209803449385
0.970279046267107,2.213553875327909,0.9325884138484184,4.0678774154211545e-07,0.10415303257145006,0.22819872176487693,0.7531794016892334,0.9867837120646978,0.001820267670926054,0.021635186788364902
0.967327925200205,2.2161068964911883,0.9326498202746331,4.044460019911394e-07,0.10378376056637138,0.22375840717703815,0.7671205937876725,0.9921439496184753,0.0008348872133785889,0.016289454261483614
0.9630243743836396,2.246070487324231,0.9387968650437155,2.2040250140302943e-07,0.09800471296390041,0.2597040910198899,0.8694980895803033,0.9935497091884776,0.0006212725358391935,0.017113220465263836
0.9791485823283214,2.2000142214305667,0.9319178304034159,4.3310885561018355e-07,0.10568426249017189,0.20798158839038383,0.6670351350268902,0.987819140026308,0.0016108521424166226,0.018915343648618042
0.9710962321493674,2.231747626321141,0.9377896240173962,2.444709848850279e-07,0.09971715878344418,0.26132464795952376,0.8295129389632008,0.9954908998318381,0.0003632241554723228,0.014376470240195257
0.9733007017409518,2.2285881613888376,0.9370930185693774,2.6237477019283174e-07,0.10055816022182827,0.251401655426558,0.8025459535320233,0.9906014023377064,0.0010922328494173009,0.020041593511988892
0.9710952869997231,2.2410152670085837,0.9401371015454375,1.914848238822696e-07,0.0976324210742873,0.28177981630206933,0.8813577982264698,0.99238261340664,0.0007971609256852996,0.02019572636355021
0.9625072772872193,2.271325527957212,0.9439853725535291,1.2550049157549402e-07,0.0933177595093599,0.3793466138494993,1.1277585859190655,0.9604364437303615,0.0023169485545839396,0.054999865815749005
0.9537070655707706,2.2658552209557614,0.9391900574522598,2.1156294580989454e-07,0.09671354936004986,0.257040009743222,0.8828895373243935,0.9823851197766128,0.002798997804743141,0.02822878512045426
0.9750704593808268,2.258586928615196,0.9446331067958262,1.1654605989949223e-07,0.09393881463820192,0.32904281480248554,0.971604170852824,0.9927480675733475,0.0007405280192912855,0.02300412965294837
0.9743449207765141,2.2843678151038453,0.9496934878514379,6.328182173612733e-08,0.0891154211478493,0.45892184344009596,1.2534984543832206,0.9610693243232638,0.002243894645438028,0.06596999665887561
0.9679314456740803,2.2689650363241887,0.9470344325225204,8.787600858272287e-08,0.09103130829153383,0.4603030292401956,1.2592299838182184,0.9736578167254825,0.0010317263691426897,0.053897583684972904
0.9585156671045809,2.2986646230039485,0.9490446522709363,6.867042917705167e-08,0.08827681847230136,0.44259599180565556,1.2742040920068471,0.9575370336817304,0.002666372701043868,0.06663187883073728
0.9736716285977483,2.2837372796163313,0.9490672351506848,6.847661053365791e-08,0.08965115630873906,0.4337033343156665,1.209956610872815,0.9717984314729846,0.0011817779459387101,0.05262043838290125
0.9658710804681757,2.2204130069914014,0.9330514452381771,3.8940680387716105e-07,0.10328427516878755,0.21621912800930937,0.7627802527085452,0.989999629336088,0.0011986860879029148,0.017788240750537115
0.9664898521413359,2.2204323111441377,0.9331519509991723,3.857175048092493e-07,0.10326439815664303,0.24833388170449336,0.7875443121015173,0.9976180925119239,0.00013949735204305325,0.009913561591765629
0.9720481666545815,2.2195298986630623,0.9343150327426885,3.4511023630727545e-07,0.10285356993958868,0.23791886139304058,0.7706743790347884,0.9856732255639128,0.002054097161537477,0.023505169500481617
0.9941985770664012,2.298420425871832,0.9391186663513665,2.1314544254116232e-07,0.10088468920224704,0.28516555773870755,0.9009289577153989,0.9958925052552118,0.00031581417721326244,0.014968595787116453
0.962768998367607,2.2403283987729243,0.938041007641615,2.3826704115779347e-07,0.09864208669735607,0.24634772518663325,0.8421101734949583,0.9977294042934247,0.00012983614271340317,0.009600932016254927
0.9495985742396764,2.321093301160275,0.9522671273733394,4.5263965194327106e-08,0.08442828971293166,0.4693938198097373,1.3821914562044082,0.9768256921435788,0.0007993499527827932,0.051425422947165296
0.9639747809041804,2.251511657238563,0.9398740285457238,1.9689459676278587e-07,0.09714985676239392,0.27122766135770576,0.9052087436674653,0.9979854190676657,0.00010851247131221057,0.009954917669494865
0.9808844508330211,2.238324799879962,0.9414721497833257,1.6591317136571388e-07,0.0974059676722144,0.3227247955333994,0.9131694967010608,0.9622278551041812,0.008762242892267944,0.05271744137775253
